epoch,acc,loss
0,0.234042557908,6.52445489422
1,0.675531921948,0.742207229772
2,0.784574462695,0.545648716866
3,0.787234038115,0.542971681883
4,0.792553186417,0.530979167036
5,0.792553189904,0.538968227011
6,0.795212763897,0.524778906335
7,0.797872335036,0.528430373983
8,0.795212764689,0.522448580554
9,0.792553188002,0.526076712665
10,0.792553188794,0.52656112643
11,0.797872335036,0.529862940311
12,0.797872336938,0.519392482936
13,0.797872335828,0.518696449538
14,0.792553186734,0.525519313806
15,0.789893613217,0.519606139352
16,0.795212761836,0.528235949021
17,0.795212763421,0.529066161906
18,0.795212763897,0.51555620974
19,0.795212761836,0.521556347767
20,0.797872338206,0.511444501183
21,0.795212763421,0.513966111585
22,0.792553191965,0.515647290393
23,0.795212761519,0.515535775096
24,0.795212764689,0.517155547884
25,0.800531913308,0.513436370391
26,0.795212766274,0.514339951917
27,0.80053191204,0.510907157225
28,0.792553188002,0.513159835117
29,0.795212761836,0.510267525436
30,0.800531910455,0.510520037977
31,0.800531913625,0.509497142298
32,0.80053191204,0.504187469073
33,0.797872334243,0.51018248332
34,0.800531911723,0.513523157131
35,0.80053190887,0.507645208943
36,0.792553187526,0.506770599871
37,0.797872338523,0.503619133158
38,0.797872335353,0.510273833462
39,0.797872342962,0.500813740365
40,0.797872332658,0.503692431098
41,0.792553188002,0.504361466445
42,0.797872336621,0.505103461603
43,0.800531914894,0.499734116361
44,0.797872338999,0.510778239433
45,0.80585106272,0.494435386455
46,0.800531910138,0.500877118174
47,0.78723403859,0.520529694855
48,0.800531912833,0.498727102387
49,0.800531910138,0.494732832734
50,0.797872340108,0.499293159139
51,0.771276592257,0.545762549214
52,0.787234041285,0.505022612579
53,0.803191484765,0.497981667439
54,0.797872335828,0.504426594903
55,0.79521276786,0.507174798307
56,0.795212765482,0.503106416857
57,0.800531913308,0.497324153305
58,0.797872340108,0.496137691543
59,0.795212763421,0.500817913562
60,0.800531913308,0.493866830985
61,0.803191491898,0.495253724462
62,0.800531911248,0.489023086318
63,0.803191488411,0.493130910032
64,0.803191486825,0.490750817859
65,0.803191486825,0.491380787593
66,0.80319148524,0.489739147431
67,0.805851060659,0.486407227576
68,0.797872339791,0.495225779554
69,0.800531910138,0.492162184512
70,0.787234039383,0.539551887265
71,0.78989361607,0.515593269483
72,0.789893614009,0.522300741853
73,0.789893611631,0.508806451045
74,0.789893617655,0.509750126524
75,0.789893613692,0.51128894051
76,0.789893617655,0.50932219141
77,0.789893617655,0.505772879783
78,0.789893617655,0.507362050103
79,0.789893616387,0.50325920631
80,0.7898936129,0.505227864343
81,0.789893610046,0.502781756302
82,0.789893619241,0.50278798031
83,0.787234038115,0.503971946129
84,0.792553188002,0.500475871674
85,0.792553185148,0.498035651731
86,0.797872335353,0.495774615239
87,0.792553186417,0.496524473137
88,0.795212763421,0.495549638458
89,0.795212761836,0.494656270013
90,0.795212764689,0.493427517883
91,0.795212764689,0.499089932109
92,0.787234037322,0.50169101405
93,0.795212761836,0.499322183985
94,0.795212768177,0.496200910591
95,0.79521276786,0.504935921665
96,0.795212760647,0.506934951832
97,0.795212759458,0.50107426664
98,0.792553189587,0.504452880313
99,0.792553189587,0.499147982039
100,0.797872339791,0.494575680808
101,0.797872340584,0.491456314129
102,0.797872341377,0.493156415351
103,0.795212763104,0.49611821731
104,0.795212757873,0.498097364731
105,0.795212766592,0.494013436614
106,0.795212760726,0.494464050978
107,0.800531914101,0.487766186291
108,0.800531908553,0.486891843061
109,0.797872335353,0.490071331805
110,0.800531913308,0.487291783332
111,0.797872338523,0.487807420499
112,0.797872339791,0.483076837865
113,0.795212765006,0.496867182645
114,0.795212764214,0.497841998935
115,0.79521276786,0.491844730254
116,0.795212765006,0.49197039024
117,0.795212761836,0.488940591666
118,0.797872338999,0.489823965712
119,0.797872335353,0.486492842991
120,0.795212764214,0.492886238831
121,0.797872332658,0.497817522351
122,0.795212763104,0.500116701456
123,0.797872337414,0.485215168922
124,0.795212763104,0.498685635785
125,0.795212765006,0.491296633206
126,0.795212766274,0.494121812046
127,0.795212761836,0.492014338916
128,0.789893614485,0.50367504715
129,0.792553191489,0.495603165807
130,0.795212762628,0.491179023017
131,0.795212761836,0.499062222607
132,0.795212763421,0.489121250253
133,0.795212760251,0.490293336834
134,0.795212765006,0.489586987156
135,0.795212761836,0.490169750725
136,0.795212764689,0.501308437041
137,0.795212764689,0.498294268834
138,0.795212763104,0.505644634842
139,0.795212765006,0.4934725484
140,0.795212763421,0.506877800886
141,0.795212760726,0.506146080158
142,0.795212761519,0.503135632089
143,0.795212763421,0.495759313886
144,0.795212764689,0.502700085019
145,0.795212766274,0.498956166525
146,0.792553186417,0.504889441456
147,0.795212759934,0.504518127743
148,0.795212758665,0.505979963638
149,0.795212760726,0.499536291399
150,0.792553189112,0.499310464777
151,0.795212765799,0.494408547878
152,0.795212765006,0.496394704631
153,0.795212763421,0.492065715584
154,0.795212763104,0.496399686771
155,0.795212764214,0.501780489896
156,0.795212760251,0.488194924958
157,0.795212761836,0.491482239613
158,0.795212764689,0.489175434601
159,0.795212766274,0.495931264885
160,0.795212766592,0.489423598302
161,0.795212763104,0.499896145168
162,0.795212765482,0.504809698764
163,0.795212764689,0.492440377065
164,0.795212760251,0.493987298551
165,0.795212763421,0.492063782
166,0.795212759934,0.488201941027
167,0.795212765006,0.487676657736
168,0.795212765482,0.486556435836
169,0.79521276786,0.489094991237
170,0.795212763104,0.489815240131
171,0.795212758348,0.489506365771
172,0.795212763104,0.487227141144
173,0.795212763104,0.48740289067
174,0.795212763104,0.486302669774
175,0.795212763104,0.491932773685
176,0.795212764689,0.489800046733
177,0.795212763421,0.489046609782
178,0.795212764689,0.487394207732
179,0.795212764689,0.490186703411
180,0.792553188319,0.507730526493
181,0.795212760251,0.494130533902
182,0.795212763421,0.489326374407
183,0.795212763104,0.490397665967
184,0.795212762311,0.486945386738
185,0.795212763104,0.485330664652
186,0.795212761836,0.486703853182
187,0.795212761836,0.486997531291
188,0.795212762628,0.485843123432
189,0.795212760251,0.486318320353
190,0.795212761836,0.482692566641
191,0.795212766274,0.485651668954
192,0.795212761519,0.489575940244
193,0.795212764689,0.488449431322
194,0.795212761836,0.486086757576
195,0.795212761836,0.48589924604
196,0.795212761043,0.484089689844
197,0.795212761836,0.484980944861
198,0.795212763104,0.483197754209
199,0.795212761519,0.485507874651
200,0.795212766274,0.487120950555
201,0.795212765006,0.484753090254
202,0.795212761519,0.487985286624
203,0.795212761836,0.486114707716
204,0.795212763104,0.489112293704
205,0.795212763104,0.481663897713
206,0.795212761836,0.48063263955
207,0.795212760251,0.496644094269
208,0.795212766274,0.482727478714
209,0.792553191172,0.515202169485
210,0.78989361607,0.494119005317
211,0.789893617972,0.491496288
212,0.795212761836,0.484173154894
213,0.795212764214,0.483165477739
214,0.795212765006,0.482476531825
215,0.795212765006,0.485981591997
216,0.795212760251,0.483685131482
217,0.795212763421,0.481464671011
218,0.795212763897,0.47936418383
219,0.795212761519,0.478515556201
220,0.795212764689,0.478010979263
221,0.795212761836,0.482332583517
222,0.795212763104,0.497742149107
223,0.795212765006,0.496918256295
224,0.795212763421,0.483914946622
225,0.795212761836,0.479347424304
226,0.795212763897,0.478840021852
227,0.795212761836,0.479140085822
228,0.795212763104,0.496897585135
229,0.79255319038,0.485511183105
230,0.795212758665,0.481811070062
231,0.795212763897,0.478870767307
232,0.795212763897,0.479446883848
233,0.795212761836,0.482137166994
234,0.795212766274,0.480127385877
235,0.795212761836,0.479470348659
236,0.795212766592,0.478860075486
237,0.795212765006,0.48224715833
238,0.795212764689,0.497216095712
239,0.795212767067,0.48516586954
240,0.795212764689,0.478430539924
241,0.795212763421,0.476187919286
242,0.795212763421,0.47629086808
243,0.795212761836,0.479970960145
244,0.795212765482,0.4781096733
245,0.795212761836,0.485804985733
246,0.795212760251,0.495293412754
247,0.795212763421,0.477097215012
248,0.797872340584,0.476654801993
249,0.797872336621,0.475364182144
250,0.797872336621,0.485712763873
251,0.797872336938,0.479211891902
252,0.795212761519,0.474153199332
253,0.795212763104,0.49249890415
254,0.797872335353,0.480668305836
255,0.797872340584,0.478009820539
256,0.79787233028,0.489374570231
257,0.795212763104,0.483538807707
258,0.795212761043,0.479492891263
259,0.795212763104,0.479636406486
260,0.795212762628,0.478688896891
261,0.795212762628,0.475076816183
262,0.795212764689,0.479859356313
263,0.795212763104,0.48566853477
264,0.795212763421,0.489701840947
265,0.795212758665,0.482182333127
266,0.795212763421,0.474841544286
267,0.795212756763,0.47894209013
268,0.795212763421,0.478017277064
269,0.795212765006,0.478048632674
270,0.795212763421,0.477113312863
271,0.795212760726,0.47324215161
272,0.795212766274,0.475179208561
273,0.795212762628,0.474406861561
274,0.795212763421,0.477832418133
275,0.795212760726,0.5001699223
276,0.797872340108,0.475574048276
277,0.800531910138,0.472861315025
278,0.800531911723,0.47428796583
279,0.800531913308,0.475974947135
280,0.800531911723,0.470649079519
281,0.800531910138,0.465830034557
282,0.800531911723,0.467362030389
283,0.800531909662,0.467175941042
284,0.80053191204,0.463595493439
285,0.800531913625,0.471239083149
286,0.800531913625,0.469559786405
287,0.797872336621,0.479576763717
288,0.792553189587,0.510359506816
289,0.792553189587,0.48409125946
290,0.79255319038,0.482792258025
291,0.792553191172,0.479405118271
292,0.795212762628,0.47385320535
293,0.795212761519,0.476403036967
294,0.795212763421,0.473504899823
295,0.795212760251,0.471908126026
296,0.797872341377,0.471483376194
297,0.800531910138,0.472546560729
298,0.800531914894,0.473155816898
299,0.800531910138,0.473590795743
300,0.800531913308,0.470871586115
301,0.800531918064,0.472101560298
302,0.80053191204,0.478812775079
303,0.800531913625,0.479930222114
304,0.797872338523,0.489800940922
305,0.800531910931,0.469346600327
306,0.797872336621,0.473173985377
307,0.800531914101,0.47106441578
308,0.800531916479,0.47210226208
309,0.800531913308,0.471218138616
310,0.800531910931,0.464853951192
311,0.800531914894,0.471139595309
312,0.800531914894,0.465231337763
313,0.800531911723,0.478771537305
314,0.800531913308,0.471715769948
315,0.800531909345,0.466290732648
316,0.800531913625,0.472500507819
317,0.800531907285,0.468851914431
318,0.80053191204,0.470283086075
319,0.800531911723,0.470714335825
320,0.800531908553,0.467958923667
321,0.80053190887,0.471694409292
322,0.800531913308,0.467736520507
323,0.800531914101,0.472571983299
324,0.800531911723,0.466146964421
325,0.800531913308,0.464822091876
326,0.800531909345,0.467872212304
327,0.800531914894,0.467354375552
328,0.800531910138,0.464518952877
329,0.800531913625,0.497744598129
330,0.800531911723,0.479312546868
331,0.800531910455,0.488361461207
332,0.800531910138,0.487834720694
333,0.789893614802,0.50553186539
334,0.800531913625,0.484299150395
335,0.800531906967,0.480233252207
336,0.80053190887,0.486261933408
337,0.80053191204,0.484344033643
338,0.800531911723,0.481650627119
339,0.800531910455,0.482170209923
340,0.800531913625,0.482725836099
341,0.800531914894,0.496792137306
342,0.80053191204,0.493833672414
343,0.800531910455,0.493460179643
344,0.800531911723,0.481493564441
345,0.800531911723,0.488642254963
346,0.800531915686,0.479105602554
347,0.800531913625,0.478310543806
348,0.800531908553,0.479144502907
349,0.800531912516,0.486643993078
350,0.800531913308,0.477428882046
351,0.800531913308,0.480337865017
352,0.800531914894,0.479663892074
353,0.80053191204,0.478845069621
354,0.800531910455,0.489599129859
355,0.80053191204,0.489085443318
356,0.800531910455,0.483521088561
357,0.800531914894,0.481104748759
358,0.800531910931,0.480119347255
359,0.800531909662,0.479789983798
360,0.800531913308,0.48084938542
361,0.800531914894,0.480185861759
362,0.800531910138,0.477379180174
363,0.80053191204,0.476721841049
364,0.800531914894,0.476554559504
365,0.80053190887,0.477957639605
366,0.80053191204,0.487200463785
367,0.800531910138,0.47300368278
368,0.800531916796,0.468194918033
369,0.80053191204,0.468320180603
370,0.800531913625,0.468686296902
371,0.800531908553,0.466881942321
372,0.800531913308,0.465792295622
373,0.800531910455,0.463137690929
374,0.795212759458,0.473780125697
375,0.792553187209,0.49153808536
376,0.795212761836,0.487769358256
377,0.797872340108,0.494049195755
378,0.800531914101,0.474701506264
379,0.800531915211,0.47805867891
380,0.800531913625,0.469894674706
381,0.80053191204,0.469732345498
382,0.800531915211,0.469940888359
383,0.800531911248,0.46698383662
384,0.800531910931,0.465074046971
385,0.80053191204,0.465444974126
386,0.80053190887,0.464460781597
387,0.800531913308,0.461068619122
388,0.800531913625,0.46153249441
389,0.800531912516,0.465215984653
390,0.800531911723,0.460252207882
391,0.800531913308,0.466613902453
392,0.80053191204,0.468576896064
393,0.800531910138,0.463371201755
394,0.800531910138,0.46091501502
395,0.800531914894,0.460749493
396,0.800531909662,0.463557965182
397,0.800531916479,0.459503457029
398,0.800531910138,0.464257713249
399,0.800531914894,0.469315458089
400,0.800531910455,0.474335850157
401,0.800531913308,0.462496392033
402,0.80053191204,0.463457223107
403,0.800531907285,0.462116130529
404,0.800531910455,0.460743304659
405,0.800531910138,0.459466227509
406,0.800531913308,0.456704096948
407,0.80053191204,0.457292854707
